  -98.9517	   293.873	 0.0148528
  -342.417	    198.96	0.00211415
   99.3146	   384.679	0.00304126
   138.316	   261.642	 0.0109391
  -139.922	  -25.8488	    0.1192
   173.025	   52.3377	 0.0555512
   203.617	   307.727	0.00807635
    41.075	   352.584	 0.0110282
  -33.5064	   300.665	0.00799674
   -123.09	  -204.224	 0.0244557
  -334.179	   211.513	0.00314071
  -116.374	  -198.709	 0.0520953
   261.457	  -155.381	  0.010793
  -177.699	   206.306	   0.04472
   350.437	   172.625	0.00309615
  -269.582	    121.17	 0.0155641
  -125.898	  -165.582	 0.0113639
   142.319	  -59.9841	  0.115608
   304.822	    -41.06	 0.0108552
   223.732	  -260.095	 0.0094091
   151.516	  -251.776	 0.0103949
  -208.952	  -254.417	 0.0219414
   28.2112	   -120.33	  0.183162
  -264.945	   87.4052	0.00981829
   40.7813	  -208.501	 0.0180516
   273.042	  -258.342	0.00730404
  -68.7072	  -156.679	  0.036959
   104.267	    1.6733	  0.246725
   89.1293	   370.209	 0.0102658
  -87.2211	  -298.179	 0.0289269
   255.512	   -111.18	 0.0151975
  -198.773	   235.409	0.00966307
  -145.894	  -257.396	 0.0170634
   109.388	  -43.7581	  0.130223
   199.606	   -183.31	 0.0181759
   -5.0312	   125.778	  0.208516
   265.783	   250.354	 0.0101997
  -16.3989	   188.305	 0.0124359
    126.18	   268.904	0.00703605
   57.6329	  -353.147	0.00662483
    234.66	  -225.704	 0.0115335
   307.888	   -237.56	0.00420614
   145.433	   186.532	 0.0183174
    69.073	  -223.833	 0.0528071
  -173.774	  -27.7646	 0.0659224
   112.427	  -141.513	 0.0333487
   -376.44	  -46.3436	0.00617833
    153.44	  -144.096	 0.0218707
   -312.37	  -18.1032	 0.0128245
  -239.084	   148.355	  0.014112
  -343.119	   57.8977	0.00992424
  -176.988	   -5.0227	 0.0158284
  -88.0462	   334.599	 0.0108892
    131.46	  -63.2358	 0.0291539
    9.8036	  -371.335	0.00309121
  -31.2827	  -94.8813	  0.159605
   101.906	  -31.4593	 0.0173502
   -215.65	  -164.906	  0.027984
   305.497	  -226.811	 0.0103372
   19.2543	   323.194	 0.0138252
  -275.327	  -87.3354	 0.0129843
  -58.3354	  -191.967	  0.031042
  -139.383	  -316.441	 0.0210693
  -136.941	   125.313	 0.0444274
   40.2473	   328.571	 0.0125294
  -64.8039	  -52.5345	  0.312584
   201.165	  -49.9068	 0.0329215
   153.057	  -192.152	 0.0201116
  -336.365	  -170.421	0.00598561
  -378.986	  -40.9892	0.00452856
  -302.422	  -217.422	 0.0084353
   247.879	  -115.365	 0.0163354
   297.444	  -254.845	0.00291895
   70.2084	  -348.186	0.00979785
   148.878	   223.228	 0.0307003
  -216.409	   207.565	 0.0100795
   293.157	   197.574	 0.0125508
    2.1575	    61.731	  0.595479
  -166.353	   11.0239	 0.0230865
  -364.961	   -85.429	 0.0116994
   291.205	   252.843	0.00456087
   121.768	  -204.477	 0.0159068
   396.501	   -4.2358	0.00199727
   111.086	   269.698	 0.0161891
   -214.26	   271.189	0.00462934
   -296.29	   144.115	   0.01557
   377.985	  -92.2786	0.00583447
  -391.181	   82.8292	0.00234529
    70.337	  -270.092	 0.0158709
   226.176	   235.834	 0.0122602
  -255.619	  -17.4654	 0.0247249
  -12.9888	   232.663	0.00617149
  -96.2838	  -119.808	 0.0912233
   173.503	  -263.643	 0.0140149
  -260.031	  -188.513	 0.0157086
   286.485	  -90.5518	 0.0129802
   -185.43	   229.289	 0.0164198
  -48.3411	  -232.349	0.00735309
      -7.9	   -356.97	 0.0069937
  -114.043	  -219.104	 0.0111921
   227.526	  -88.8818	 0.0299119
   -263.98	   185.013	 0.0138849
  -371.127	   14.5736	0.00861965
  -103.195	   201.472	0.00949237
  -182.296	  -317.734	 0.0074456
  -99.4882	   163.213	 0.0207778
   74.4622	   323.227	0.00996129
  -330.392	  -30.8135	 0.0163305
  -100.364	  -0.97654	  0.174688
   362.739	    2.9799	 0.0105368
   158.843	   254.209	0.00539776
  -155.601	   153.461	 0.0416451
   12.1469	  -15.0754	  0.282732
   156.227	   -2.3886	 0.0415027
   116.306	   271.838	0.00345884
   121.092	  -26.0396	 0.0106397
  -192.043	    232.21	0.00497605
  -288.396	   210.505	 0.0176342
   212.887	  -332.351	0.00579819
  -240.016	  -154.921	 0.0258283
   32.1292	   328.042	0.00725872
  -107.323	   262.563	 0.0114891
   195.001	   260.079	 0.0144411
  -34.2536	   118.146	    0.2387
  -118.713	  -369.864	0.00475444
  -44.9203	  -18.6381	  0.550988
   255.489	    -37.14	 0.0260373
  -211.946	  -20.8476	 0.0441028
   287.239	   106.752	 0.0125364
   316.687	   191.468	0.00569056
  -101.211	   115.782	 0.0159037
   366.827	   68.5086	0.00749604
  -240.888	   42.5195	  0.033255
  -130.467	   -277.27	 0.0159196
   209.502	   204.818	0.00710529
   -3.6019	  -274.091	 0.0278567
   104.762	    217.68	 0.0491697
   171.151	   338.419	0.00710565
   108.806	  -26.6955	 0.0270571
  -275.158	  -53.8647	 0.0105734
   242.593	   306.205	0.00195637
   135.322	   170.296	 0.0596913
   197.956	  -196.315	 0.0119902
   -6.6544	   363.212	0.00608584
  -87.4198	  -160.079	 0.0333654
   234.006	  -247.895	 0.0106493
  -256.918	  -239.505	 0.0175572
   82.6195	  -276.853	  0.012366
   275.646	   57.4132	 0.0107627
   196.501	   96.8596	 0.0144737
   257.349	   84.0519	0.00916851
   191.146	  -89.8277	 0.0142886
  -329.917	   146.919	0.00720466
  -262.495	   72.3185	 0.0176464
  -135.194	  -54.7089	  0.013949
    7.2743	  -68.9506	  0.255903
  -161.107	  -204.923	 0.0203048
  -175.928	   256.047	0.00566634
   339.648	  -66.2484	 0.0119766
  -136.815	   56.6688	 0.0539822
  -383.309	  -48.8434	 0.0016809
  -106.569	   329.413	0.00763297
   -181.09	  -100.988	 0.0039411
  -316.301	   131.722	 0.0129703
   128.048	    261.68	 0.0119929
  -276.785	   172.106	0.00966452
   49.0617	    127.84	  0.145095
  -50.7942	   14.5897	  0.172204
   135.794	  -109.335	 0.0663156
   161.264	  -222.635	 0.0107616
   332.713	   203.047	0.00327047
  -381.674	  -97.3525	0.00212349
   194.924	   14.8902	  0.009524
   41.8852	   -176.82	   0.11128
   111.783	   148.423	 0.0303014
   92.6837	  -51.4816	0.00537137
   255.165	   63.1276	 0.0223325
  -113.051	  -258.327	 0.0131655
   151.067	   13.6692	0.00613097
   -224.27	  -331.106	0.00202105
   -337.68	   50.4819	 0.0150313
  -326.127	  -122.989	 0.0131401
   33.5459	  -132.308	0.00658981
   96.5516	  -40.1556	 0.0433993
   174.352	   77.1288	 0.0746165
   123.414	   363.563	0.00571519
  -124.778	   356.984	0.00615473
   199.236	   332.798	0.00447032
  -223.827	   106.572	 0.0281189
  -75.3943	  -355.105	 0.0103838
   32.7211	   271.564	 0.0441909
  -148.799	  -277.997	0.00299208
  -246.693	   -298.32	0.00769534
  -106.211	   198.684	 0.0120053
   -156.93	  -30.6895	 0.0420595
   134.756	  -130.676	 0.0327671
   274.622	    177.73	 0.0166419
   375.971	   45.2783	0.00539905
  -73.5427	   -90.916	 0.0941488
   -242.14	  -48.1924	 0.0148107
   -169.27	   219.445	 0.0100402
  -11.8394	  -21.9059	0.00374802
  -224.155	   50.1785	 0.0550777
  -16.5079	   144.171	 0.0284389
    2.7969	   104.336	  0.182477
  -340.906	     171.8	0.00717367
   176.886	   296.502	 0.0118333
  -206.543	  -293.987	  0.012869
   245.796	   141.663	 0.0414902
   212.568	  -153.317	 0.0387327
   23.3023	   58.6095	 0.0519475
   239.023	   285.168	0.00464241
   165.901	  -350.925	0.00642638
  -174.126	  -129.301	 0.0550336
  -231.083	   210.615	0.00583567
   181.326	  -46.9483	 0.0171057
  -302.334	   160.112	0.00468249
   120.936	   327.921	 0.0118588
  -341.611	  -75.6928	 0.0116126
   276.375	  -21.9985	0.00853018
   340.773	   153.007	0.00697834
  -242.462	   33.2681	0.00513396
  -244.738	  -188.261	 0.0133056
  -350.788	  -138.124	0.00338526
   172.439	  -360.315	 0.0020696
    31.863	   68.8047	 0.0095355
   163.495	  -43.4303	0.00333396
   125.226	  -90.4983	0.00729853
  -267.782	   42.9253	 0.0126017
   306.399	  -91.8324	 0.0141816
   210.644	  -214.619	0.00727137
   282.278	   -18.906	 0.0071047
   116.201	  -203.744	 0.0336639
   165.053	   95.4839	0.00992982
   133.572	   49.1736	  0.127052
   66.3229	   -334.82	 0.0161484
  -188.071	   85.6097	0.00897052
  -69.8833	   37.5836	  0.151853
   212.422	  -229.348	0.00478699
    88.577	   42.4465	  0.268775
   117.891	  -51.0717	0.00187336
   223.501	  -308.478	0.00600416
  -141.174	   373.842	0.00204872
  -182.258	   29.6671	 0.0098802
   18.1688	  -225.067	 0.0331574
  -105.105	   120.212	0.00680345
  -177.074	   214.363	0.00705177
  -284.773	   61.5546	 0.0264726
   40.4639	   290.922	 0.0117366
  -195.929	  -175.196	 0.0296886
   142.339	  -268.469	 0.0107207
  -133.189	  -211.992	0.00178286
   220.526	  -54.3593	 0.0100578
  -95.5103	   114.583	 0.0252815
   171.694	   334.017	0.00327731
  -152.981	  -100.189	 0.0151777
   319.386	   170.327	0.00678049
   355.715	    -115.4	0.00600472
   79.0097	  -18.2807	 0.0396521
  -171.226	  -243.939	0.00983105
   33.4982	  -25.1139	  0.070017
  -122.481	  -235.643	0.00633393
  -98.9463	  -355.186	0.00622401
   139.998	  -54.4944	0.00181831
  -339.669	   -4.4528	 0.0096345
   385.165	    56.557	0.00190643
   -118.65	  -116.224	  0.053376
  -52.6147	   -82.572	  0.136191
   201.106	  -177.129	 0.0115139
   272.764	   222.709	0.00876302
   53.7832	   302.055	0.00185128
   331.574	  -213.615	0.00198535
    54.934	  -55.4153	 0.0823979
    116.71	    237.54	 0.0101337
   263.765	   240.425	 0.0019529
  -266.213	  -133.885	0.00613882
   157.125	  -58.8058	 0.0178794
   81.3352	     367.1	0.00345404
  -44.3656	  -194.212	0.00717095
  -72.4091	   264.148	 0.0114859
    10.373	    341.57	0.00470182
   124.417	  -263.865	0.00895823
  -63.6409	  -310.891	  0.014042
   -339.96	  -31.6137	0.00434749
  -347.714	   97.4479	0.00448796
  -367.524	  -119.636	0.00214516
  -251.382	  -177.908	0.00463509
  -285.693	  -190.612	0.00875071
  -109.086	   15.0782	  0.045408
  -91.2539	   -56.845	0.00839488
  -108.159	  -69.7493	 0.0192535
   246.982	  -280.111	0.00331112
   161.301	   218.256	0.00974844
   128.162	   150.136	 0.0169993
  -233.515	  -68.3453	 0.0300465
  -316.499	   229.328	0.00300423
  -13.2055	  -52.0673	 0.0304249
    67.319	   75.2063	 0.0771669
   116.813	  -110.087	 0.0238207
  -108.072	   33.9586	 0.0113017
   116.933	  -80.2498	 0.0294418
   -5.7152	   67.5736	 0.0593765
   175.342	   149.365	0.00599995
   238.439	  -161.304	0.00219957
   228.371	  -162.131	0.00221762
   286.508	   171.184	0.00815823
   220.181	  -330.859	0.00318603
  -92.7739	  -14.5047	 0.0746425
  -247.989	  -95.9731	 0.0215078
     5.857	  -69.5276	0.00608851
   274.004	  -212.729	 0.0129329
    41.932	   46.2589	  0.210375
  -291.891	   249.143	0.00536805
  -147.331	  -236.829	0.00204846
   18.6106	    7.2331	  0.416487
   317.182	   -38.832	 0.0152404
  -91.5887	   46.2483	 0.0652051
  -103.551	  -354.185	0.00219055
   234.539	   243.875	0.00191127
   39.4159	   -9.0611	0.00415429
     147.8	   370.579	0.00225716
    142.74	   114.929	 0.0728168
  -61.4597	    132.54	 0.0478936
   336.825	   63.8602	0.00998769
  -285.983	  -222.869	0.00473114
   85.6602	  -295.065	 0.0116772
   191.596	    7.8546	0.00326901
  -101.741	  -357.614	0.00188263
   259.476	   148.959	 0.0128365
   367.403	  -12.0379	0.00847397
   230.381	   204.019	0.00598465
   178.261	  -188.301	0.00352413
   150.721	   345.859	0.00199097
  -327.801	   57.8211	0.00769235
   63.1983	   260.228	 0.0106197
   136.985	  -208.394	0.00296205
   -123.99	  -328.259	0.00337323
   260.051	  -187.756	 0.0143619
   212.317	  -256.409	0.00732413
   32.4352	   272.663	0.00669697
   269.043	   34.9485	0.00853679
   245.361	  -101.934	0.00476259
  -59.8108	   171.825	0.00768593
  -274.305	   31.1441	 0.0110934
   49.0052	   13.7161	 0.0498586
  -235.777	   -246.22	0.00740346
  -109.487	  -10.4571	 0.0125668
   78.2748	   321.675	0.00221493
  -30.9197	  -323.444	 0.0178498
  -291.846	  -229.517	0.00205648
  -202.121	  -203.454	  0.011418
  -15.5401	  -370.197	0.00326274
   178.479	   292.775	0.00362705
   27.6852	  -136.138	0.00284168
  -198.724	  -343.213	0.00213414
  -331.511	   11.1628	0.00580251
   72.6642	   202.098	 0.0178459
    8.4169	   44.9489	   0.09623
  -174.782	   224.576	0.00155086
  -45.2504	   285.647	 0.0139823
    146.77	   25.8753	 0.0108227
    13.294	   73.9701	 0.0267691
   188.227	   25.0764	 0.0290619
   358.532	  -95.0159	0.00586459
   52.2672	   -315.96	0.00606715
   104.279	  -104.818	 0.0560503
   168.056	   174.088	0.00919091
  -250.896	  -149.548	0.00317808
  -61.2459	  -77.8598	0.00187239
  -319.889	  -178.846	0.00361009
  -58.2137	  -184.524	0.00475299
   109.102	  -361.594	0.00596003
   327.969	  -83.8017	0.00443101
  -162.645	   0.84985	 0.0108783
   -49.285	  -352.801	 0.0057586
  -288.144	   162.925	0.00201274
   146.945	   345.373	0.00225312
  -172.799	  -38.6842	0.00304531
   301.257	  -241.737	0.00178968
   57.9005	  -79.1688	0.00893449
  -70.3442	  -248.893	  0.032979
   158.253	   162.688	0.00190097
  -187.421	  -64.2759	0.00750423
  -251.851	  -166.622	0.00197912
   102.031	  -348.488	0.00325895
    357.89	  -116.875	0.00211811
  -50.9151	    220.57	 0.0105046
   195.139	   210.494	0.00476421
    40.599	   226.762	 0.0575583
   273.599	     15.04	0.00339124
  -18.3218	   -48.088	0.00202963
   171.347	   202.021	0.00342615
  -30.5567	   380.638	0.00224394
   56.9783	  -118.947	 0.0538505
  -294.579	   17.6138	0.00783176
  -336.954	   60.9747	0.00306508
  -318.819	  -61.9156	0.00744519
   131.561	   247.381	0.00544096
   289.277	   213.494	0.00171199
   273.937	   204.967	0.00202756
   53.6758	   80.1396	 0.0237382
  -301.872	  -132.474	0.00997083
   376.984	    9.1141	0.00187883
  -143.666	   42.3715	 0.0359415
  -124.593	   116.395	 0.0391672
   69.8735	  -72.5473	0.00899836
  -189.952	  -289.725	0.00358509
   170.817	  -37.2005	 0.0321069
  -159.965	  -335.675	0.00200655
  -238.508	  -306.793	 0.0019604
  -184.523	  -276.987	0.00209043
   124.599	  -67.5879	 0.0019358
    83.853	  -286.982	0.00294054
   238.412	   220.677	0.00184054
  -267.553	  -204.464	0.00193069
   252.387	   307.665	0.00242992
  -74.3769	   66.6498	 0.0198636
  -147.585	    184.36	 0.0282021
   20.5265	   156.482	0.00588541
  -34.2926	  -94.7807	0.00201198
   304.638	   123.558	0.00908493
   -3.9348	   267.725	 0.0531945
   90.4153	  -288.497	0.00177012
   122.923	   182.993	0.00177412
  -33.3685	  -195.495	0.00326719
   301.812	   152.998	0.00219683
  -169.841	   156.512	0.00803298
   55.9311	   323.299	 0.0113354
   203.557	   112.504	 0.0358092
  -355.722	   74.4076	0.00169243
   294.876	  -73.1831	 0.0033954
   338.643	   129.832	0.00213814
   61.2963	   269.205	   0.00779
  -245.189	   -3.8568	0.00219253
  -156.238	  -95.2098	0.00319328
   95.1696	  -286.876	0.00175413
  -176.894	  -168.277	 0.0271857
  -56.7898	   328.921	0.00693756
   70.9447	    95.938	0.00341885
   77.5141	  -388.007	0.00212036
  -328.455	   155.879	0.00169867
   48.1108	   51.4664	0.00210402
   101.928	   64.9924	0.00322282
   205.796	  -293.431	0.00331627
  -34.3363	  -353.107	0.00329564
